,user_id,username,Age,Language,Proficiency,Objective,Learning Type,Tell us about yourself
1265,XQTMGM,AbujaRichard,35-45,English,Advanced,Brain,Live Class,"African, Osun State, Nigeria"
1266,krykjf,dorra_94,Under 18-,French,Begginer,Career,Live Class,skip
1267,l17n8i,caleb4703,24-35,Japanese,Advanced,Career,Mix,Experienced traveler
1268,EfsVrT,marcin.krzyzanowicz,18-24,Japanese,Begginer,Career,Self Study,n/a
1269,vz9qhb,DrDarkBear,45-55,English,Advanced,School/Uni,Mix,I love research and psychology and learning about people and why we do what we do.
1270,69ntbm,AlbertWa,24-35,English,Advanced,Career,Live Class,A self-taught programmer and a career-oriented person seeking guidance.
1271,7gad6f,stop100,45-55,German,Advanced,School/Uni,Mix,"I am a 46 years old man. I am from Germany. I am a senior manager. I am divorced and I have 1 son that is a senior manager also. I am not working now, I am not married. I am interested in reading, writing, watching movies, travelling, listening to"
1272,574XQK,ravichandran_r,45-55,Arabic,Begginer,Other,Self Study,I am data scientist
1273,u2VQzJ,timezone145,35-45,Arabic,Begginer,Social,Mix,I would like to learn French or German.
1274,k703J1,Amy596512,65+,English,Intermediate,Career,Self Study,Fishing
1275,HEQZLA,subham_15,35-45,Arabic,Begginer,Career,Live Class,I am a professional
1276,IKOQHK,TeddyBear048,35-45,Japanese,Begginer,Other,Live Class,I really want to improve my Japanese but I have no idea where to start.
1277,hSgGtq,Tech_Hunter_3,35-45,English,Begginer,Career,Self Study,"Hi everyone I am Troy Gross, an experienced tech career enthusiast and software developer."
1278,xJXYZI,ahmedabdou,45-55,English,Intermediate,Hobby,Live Class,Learning English
1279,enqn\_609,enqn\_609,56-65,Arabic,Advanced,Career,Mix,"I'm a good communicator with the ability to build rapport with people, and I enjoy working as part of a team. I'm willing to put in the extra effort necessary to get the job done."
1280,oNuqjZ,starwar_42,18-24,English,Intermediate,Other,Self Study,English learner
1281,4b9025,pruny123,24-35,English,Begginer,Other,Live Class,"I love anything to do with food and drink, love to travel and explore new places"
1282,gs2xcz,elana_s,65+,English,Begginer,Other,Mix,I am a nature lover and also travel a lot
1283,MQTJWE,languagesinhand,24-35,English,Begginer,Career,Mix,I am a music buff with a penchant for blogging. I am currently pursuing my MBA to step up my professional career.
1284,xS0ozu,lil_bull_50,35-45,Arabic,Intermediate,Other,Self Study,interested in reading & writing
1285,CgsuPZ,KisAndrea,45-55,Japanese,Advanced,Brain,Mix,Elle Lait Usine
1286,E66222,jfalc142,24-35,English,Begginer,Other,Self Study,I'm a self-employed stay at home mom :) I am by far shy but I'm trying to step out of my comfort zone as much as possible
1287,063gG3,JessicaRoss,Under 18-,French,Intermediate,Hobby,Self Study,Art and sciences
1288,r5FZRn,crawlers11,56-65,English,Begginer,Social,Live Class,Learn about other cultures
1289,OXHHZZ,Jesse2065,56-65,English,Begginer,Travel,Mix,Born and raised in the U.S.A.
1290,0p5Bx4,Rini,24-35,Arabic,Intermediate,Career,Mix,Arabic learner. I am a teacher of Arabic
1291,JK39CY,arushi34,Under 18-,English,Begginer,Other,Self Study,student
1292,XF4267,AmanAman90,45-55,French,Intermediate,Travel,Live Class,None
1293,yu4hHK,nitinjeet,18-24,English,Intermediate,Career,Live Class,Hello I am Nitin Jeet and I am a data science student at Udacity
1294,N93C7Z,language_learner_1563,24-35,Japanese,Intermediate,Travel,Self Study,"I like learning about other cultures, and I love to travel. I'm also interested in learning about business and technology."
1295,YvVWSe,andrii.preziusco,45-55,English,Intermediate,Career,Mix,"Education: PhD, Researcher, Entrepreneur"
1296,LszjaM,Lerner7,18-24,English,Advanced,Brain,Self Study,I am a student who loves to learn new languages and I am currently studying English. I am also interested in traveling and exploring new cultures.
1297,ILXJMN,anatoliy_y,24-35,Japanese,Advanced,Brain,Mix,I'm a linguist and a translator. I'm also interested in learning about other cultures and languages.  I'm looking for someone to practice my Japanese with and chat about our favorite topics.  Please feel free to message me!
1298,cm41l9,noob005,56-65,English,Begginer,Career,Mix,i like to cook
1299,pzxrmt,Kleiske,18-24,English,Begginer,Hobby,Self Study,"Hello, I am learning English for my hobby. I will continue to study hard."
1300,5KR3ZP,bea1979,18-24,Japanese,Intermediate,Career,Mix,Nada for now
1301,CT5HVJ,CT5HVJ,24-35,Japanese,Begginer,Travel,Live Class,"Anything that interests me, anime, manga, gaming, music, and food!"
1302,oDHtWi,Habib,35-45,Arabic,Intermediate,Career,Mix,I\'m a student
1303,XjmPqd,Emmanuel_Ferguson,45-55,English,Advanced,Other,Mix,I love playing soccer and I'm currently a student.
1304,fajsyc,11bcre,18-24,English,Intermediate,Career,Live Class,Creative
1305,W0S1fe,ahmed_almalek,65+,English,Advanced,Other,Mix,I teach art
1306,4klkRj,Jennifer_9,18-24,French,Begginer,Other,Mix,I am a Financial Risk Manager.
1307,U108499,vincentem,24-35,English,Intermediate,Hobby,Mix,"I am a working professional, and I want to learn a new language to enhance my communication skills."
1308,1J2MoG,lina,45-55,Japanese,Intermediate,Hobby,Mix,"French is a language spoken by people in 29 countries around the world. It is the first language of more than 120 million native speakers in France, Belgium, Canada, and many African countries. It is also the second language of over 190 million people in Europe, North America,"
1309,U2LMNQ,Hilldy87100,56-65,Japanese,Intermediate,School/Uni,Mix,"Hobbies: Reading,board games,cooking,traveling"
1310,ciZ6QR,Jotech,18-24,English,Begginer,School/Uni,Live Class,I'm just a normal dude who likes playing video games and also watching anime.
1311,jacoua,Jacoua,45-55,English,Intermediate,Career,Live Class,"Hello, I'm Jacoua. I'd like to talk to you."
1312,a66367,seanmtheater,35-45,English,Intermediate,Career,Mix,Hi! I'm an English Teacher. I would love to have students to practice English with. Thanks!
1313,vdsyCK,Trish8250,65+,English,Intermediate,Brain,Mix,I have been a member of the Government of Canada for over 30 years. I have been a member of the Government of Canada for over 20 years.
1314,COLKGY,sarah_jacob,24-35,Japanese,Begginer,Career,Mix,HI
1315,z1CBQF,keyboard_destroyer,56-65,German,Intermediate,Career,Mix,Do you want to be my keyboard lover?
1316,68rwb9,madalin05,45-55,French,Begginer,School/Uni,Self Study,Writing novels
1317,K5TA7T,Karla_Grau2,45-55,Japanese,Advanced,Travel,Self Study,I would like to be able to ask questions and be able to understand basic conversations.
1318,j228qf,siks42,56-65,French,Begginer,Hobby,Live Class,Hello I'm a new member here. I'm a 58 year old who would like to revise my french. I used to be a teacher so I am fairly confident in the way I use the language. I would like to improve my vocabulary and pronunciation.
1319,bnhryg,anthonywest,56-65,English,Advanced,Career,Mix,I am an English student
1320,71B13D,Mayers,18-24,English,Begginer,Travel,Self Study,14 years old boy.
1321,qrquhb,Johnny123,Under 18-,English,Begginer,Travel,Live Class,I'm looking to learn English for travelling
1322,FGXHFO,Alvaro,24-35,Japanese,Intermediate,Career,Self Study,Video editor
1323,yWmX5d,lema16,24-35,Japanese,Intermediate,Career,Live Class,I am a karate expert and teaching karate for kids
1324,KAR8JB,Juliette15,56-65,Arabic,Advanced,Career,Self Study,Travel agency owner
1325,bZam7x,moon_prince88,24-35,English,Advanced,Career,Self Study,"Hey my name is Nikita, I am 24 years old and my english is advanced level"
1326,qPUppX,Michael-2689,35-45,Arabic,Begginer,Career,Self Study,A middle aged man with a very busy life at work but I love to have some spare time to learn new languages and meet new people.
1327,6k5kFm,Rizzy_19,35-45,English,Intermediate,Travel,Mix,Animal lover with a Newfoundland dog!
1328,quAkDE,@Quaid0,56-65,Japanese,Begginer,Brain,Live Class,"""I love history, travel, food, friends and family"""
1329,073857,janet,24-35,French,Intermediate,Hobby,Live Class,"Travelling, biking, meeting new people, dancing and music"
1330,r9R4kR,brown_stretton,24-35,English,Intermediate,Social,Self Study,I'm a very happy and cheerful person.
1331,578819,shubhankjain,18-24,English,Begginer,Brain,Live Class,Student of computer engineering
1332,MJNPKI,bob,65+,Japanese,Begginer,Career,Self Study,"I am looking to learn Japanese to help with my career. I am studying on my own with Duolingo, but would like to learn more."
1333,xVaHtM,fidel0924,35-45,French,Begginer,Social,Live Class,I am a passionate reader and love learning new things. I am an independent professional and enjoy meeting new people.
1334,D8MKFR,adbullb,35-45,French,Intermediate,Social,Live Class,Ambitions supreme
1335,LQ6NXN,LQ6NXN15,35-45,Japanese,Begginer,Hobby,Mix,"Dancer, choreographer and singing"
1336,WDJMKK,gh0st_n017,65+,English,Intermediate,Career,Live Class,i love listening to music & i love shopping
1337,xofd6v,langlovers,45-55,French,Intermediate,Career,Self Study,I live in Italy but my passion is France and French language I am an artist
1338,aqJJjQ,RohanIndranil,18-24,English,Begginer,Career,Mix,I'm a movie enthusiast
1339,xzcjBZ,Ashley_Adams,24-35,Arabic,Begginer,School/Uni,Live Class,I'm a project manager and enjoying work.
1340,O2qWfB,shivamprashar_03,24-35,English,Intermediate,Brain,Mix,Language Learner
1341,yv53MU,Aleksei87,18-24,English,Begginer,Social,Self Study,I am student who is learning English to pass TOEFL exam and communicate with people.
1342,LCPXJC,ahmed_nabi_,35-45,English,Begginer,Hobby,Mix,I'm so much interested in soccer and yoga. I'm a soccer player from India.
1343,BwQRwS,lholt10,24-35,English,Begginer,School/Uni,Mix,"I am a very spontaneous person and I am somewhat of a ""try anything once"" type. I love to try new things and try out all different types of food. I am currently living in Japan as an English teacher and have been here for about 6 months. I am also interested in travel, music,"
1344,KIACHQ,Ruchika15,18-24,English,Advanced,Career,Mix,I'm a beginner in german
1345,F44-JFD-C4F,Engr_Eva,24-35,English,Begginer,Hobby,Mix,Native English Speaker - Engineering
1346,jnMz5V,Dr.Mini,18-24,French,Advanced,Career,Self Study,Learning a language for fun
1347,GK314F,SherryD,18-24,Japanese,Begginer,Other,Mix,I’m a high school student
1348,5J9L3M,Jesper,24-35,German,Begginer,Career,Live Class,"Entrepreneur, teacher and part-time student."
1349,qBzV05,Arron27,18-24,German,Intermediate,Brain,Live Class,"Hi, I'm a student of German and I'm currently looking for a teacher who can help me improve my skills. I hope to find a teacher who is patient, friendly and knowledgeable in the language. Thank you!"
1350,GH3CFZ,wesley8993,45-55,Japanese,Begginer,Other,Self Study,"I am a language learner with a passion for Japanese. I am interested in learning Japanese because of the rich culture and history of the language and country. I enjoy learning about the language and its grammar, as well as immersing myself in the culture and literature. I am also interested in using Japanese to communicate"
1351,hKZkpD,AlessiaKat,45-55,English,Intermediate,Brain,Live Class,I'm studying computer math
1352,QX6a8c,sarahmh79,56-65,English,Begginer,Career,Mix,Hi! I'm Sarah
1353,vH0PQs,chandivijayakumar,18-24,English,Begginer,Career,Self Study,My name is chandi
1354,ATGXXX,atgxxx,35-45,English,Intermediate,Brain,Mix,"hobbies: travel, movies, watching sports, reading, listening to music, partying, surfing net, cooking, shopping."
1355,ar60fZ,Riddler26,18-24,French,Intermediate,School/Uni,Live Class,I'm a developer
1356,1LIPLF,Sahil007,45-55,English,Begginer,Hobby,Mix,I work in the field of development cooperation. I have a blog. I like to travel and to read.
1357,epmzWj,Porco_Rosso,18-24,English,Intermediate,Career,Live Class,I am a student in the university and i like to learn different languages and make friends from all over the world
1358,toyhpz,pinko_8313,35-45,English,Advanced,Other,Mix,"I love to travel, be outdoors, and be active, but I can also relax with a good book and a hot cup of tea. I enjoy learning about different cultures and trying new foods. Professionally, I'm a nurse. I have a bachelor's degree in nursing and have been working"
1359,RGmDQG,Alan7522,65+,English,Intermediate,Career,Live Class,I am profesional in music and I like to watch movies.
1360,MNSVKX,@Learnersofseo,56-65,German,Begginer,Career,Mix,Programmer
1361,q8T5Wv,lucky_prize07,56-65,German,Begginer,Career,Self Study,I enjoy reading books and listening to music
1362,YQFUYB,KipTales,56-65,Arabic,Begginer,School/Uni,Self Study,I am a computer tutor and I am
1363,IJFZTT,johnson,18-24,German,Intermediate,Brain,Mix,I am a student from Calcutta.
1364,gKgVZF,Teacher's Pet,24-35,German,Advanced,Career,Self Study,I'm currently teaching at a University but I enjoy teaching German grammar and conversation. I've been living in Germany for 14 years and I love a lot about the German way of life.
1365,750a58,Kevinnsp,18-24,German,Begginer,School/Uni,Mix,I am currently half way through my college program studying as a Chemical Engineering Geek.
1366,BtAiCZ,tjinel_36,45-55,Arabic,Begginer,Hobby,Self Study,I haven't learn anything
1367,d83uQS,michaeltyson38,18-24,Arabic,Begginer,Brain,Mix,"looking for a fluent, native, Arabic speaking friend to converse with and to learn from."
1368,Q6222c,gianmigl,24-35,Japanese,Advanced,Social,Mix,"I am a 24 year old male living in the UK. I am looking for a pen pal with whom I can practise Japanese via chat, and maybe one day in person."
1369,u5as1gx,language_learner_3747,18-24,German,Begginer,Other,Mix,"Hello, I am Ana. I'm 29 years old and I'm learning German. My goal is to gain basic knowledge of German so that I can communicate in simple everyday situations and maybe later go to Germany on a language exchange. I would be very happy if someone with basic to advanced knowledge of German"
1370,U0F2IP,ahmedhi48,18-24,English,Begginer,Brain,Live Class,Nothing to mention.
1371,pf1q2b,fpate,56-65,English,Advanced,Brain,Self Study,I'm an English teacher.
1372,ETIPFZ,Clara_Koepp,35-45,English,Advanced,Other,Self Study,Travel and photography
1373,ilmaz1,ilmaz1,35-45,English,Begginer,Hobby,Mix,I am very friendly and i love to meet new people and talk with them.
